Measure,Industry,Region,Quarter,Value,Flags
"Total filled jobs","Mining; electricity, gas, water, and waste services","Hawke's Bay","Mar-09",540,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Wellington","Mar-09",1750,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Otago","Mar-09",1160,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Canterbury","Mar-09",1750,
"Total filled jobs","Manufacturing","Total region","Mar-08",229790,
"Total filled jobs","Manufacturing","Southland","Mar-08",9120,
"Total filled jobs","Manufacturing","Manawatu-Wanganui","Mar-08",11570,
"Total filled jobs","Manufacturing","Hawke's Bay","Mar-08",10280,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Northland","Mar-08",870,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Total region","Mar-08",16810,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Waikato","Mar-08",2600,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Bay of Plenty","Mar-08",740,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Auckland","Mar-08",4100,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Gisborne","Mar-08",110,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Manawatu-Wanganui","Mar-08",710,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Taranaki","Mar-08",1300,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Hawke's Bay","Mar-08",480,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Wellington","Mar-08",1540,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Otago","Mar-08",1040,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Canterbury","Mar-08",1720,
"Total filled jobs","Manufacturing","Total region","Mar-07",229900,
"Total filled jobs","Manufacturing","Southland","Mar-07",8770,
"Total filled jobs","Manufacturing","Manawatu-Wanganui","Mar-07",11110,
"Total filled jobs","Manufacturing","Hawke's Bay","Mar-07",10510,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Northland","Mar-07",810,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Total region","Mar-07",15230,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Waikato","Mar-07",2460,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Bay of Plenty","Mar-07",630,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Auckland","Mar-07",3780,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Gisborne","Mar-07",95,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Manawatu-Wanganui","Mar-07",670,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Taranaki","Mar-07",960,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Hawke's Bay","Mar-07",450,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Wellington","Mar-07",1380,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Otago","Mar-07",960,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Canterbury","Mar-07",1620,
"Total filled jobs","Manufacturing","Total region","Mar-06",233110,
"Total filled jobs","Manufacturing","Southland","Mar-06",8420,
"Total filled jobs","Manufacturing","Manawatu-Wanganui","Mar-06",11480,
"Total filled jobs","Manufacturing","Otago","Mar-06",10480,
"Total filled jobs","Manufacturing","Hawke's Bay","Mar-06",11130,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Northland","Mar-06",840,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Total region","Mar-06",13700,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Waikato","Mar-06",2150,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Bay of Plenty","Mar-06",630,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Auckland","Mar-06",3380,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Gisborne","Mar-06",75,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Manawatu-Wanganui","Mar-06",730,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Taranaki","Mar-06",1150,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Hawke's Bay","Mar-06",330,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Wellington","Mar-06",700,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Otago","Mar-06",1150,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Canterbury","Mar-06",1250,
"Total filled jobs","Manufacturing","Total region","Mar-05",240310,
"Total filled jobs","Manufacturing","Southland","Mar-05",8840,
"Total filled jobs","Manufacturing","Otago","Mar-05",10980,
"Total filled jobs","Manufacturing","Manawatu-Wanganui","Mar-05",11500,
"Total filled jobs","Manufacturing","Hawke's Bay","Mar-05",10990,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Northland","Mar-05",820,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Total region","Mar-05",13210,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Waikato","Mar-05",2090,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Bay of Plenty","Mar-05",590,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Auckland","Mar-05",3300,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Gisborne","Mar-05",75,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Manawatu-Wanganui","Mar-05",780,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Taranaki","Mar-05",1080,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Hawke's Bay","Mar-05",320,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Wellington","Mar-05",780,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Otago","Mar-05",910,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Canterbury","Mar-05",1150,
"Total filled jobs","Manufacturing","Total region","Mar-04",234480,
"Total filled jobs","Manufacturing","Southland","Mar-04",8770,
"Total filled jobs","Manufacturing","Otago","Mar-04",11430,
"Total filled jobs","Manufacturing","Manawatu-Wanganui","Mar-04",11220,
"Total filled jobs","Manufacturing","Hawke's Bay","Mar-04",10910,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Northland","Mar-04",770,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Total region","Mar-04",12110,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Waikato","Mar-04",1970,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Bay of Plenty","Mar-04",520,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Auckland","Mar-04",3020,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Gisborne","Mar-04",80,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Manawatu-Wanganui","Mar-04",680,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Taranaki","Mar-04",890,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Hawke's Bay","Mar-04",310,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Wellington","Mar-04",990,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Otago","Mar-04",750,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Canterbury","Mar-04",1070,
"Total filled jobs","Manufacturing","Total region","Mar-03",231580,
"Total filled jobs","Manufacturing","Southland","Mar-03",8530,
"Total filled jobs","Manufacturing","Otago","Mar-03",11140,
"Total filled jobs","Manufacturing","Manawatu-Wanganui","Mar-03",11610,
"Total filled jobs","Manufacturing","Hawke's Bay","Mar-03",10890,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Northland","Mar-03",660,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Total region","Mar-03",11950,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Waikato","Mar-03",2050,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Bay of Plenty","Mar-03",500,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Auckland","Mar-03",2960,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Gisborne","Mar-03",90,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Manawatu-Wanganui","Mar-03",670,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Taranaki","Mar-03",950,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Hawke's Bay","Mar-03",340,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Wellington","Mar-03",990,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Otago","Mar-03",780,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Canterbury","Mar-03",960,
"Total filled jobs","Manufacturing","Total region","Mar-02",229540,
"Total filled jobs","Manufacturing","Southland","Mar-02",8650,
"Total filled jobs","Manufacturing","Otago","Mar-02",11100,
"Total filled jobs","Manufacturing","Manawatu-Wanganui","Mar-02",11860,
"Total filled jobs","Manufacturing","Hawke's Bay","Mar-02",11040,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Northland","Mar-02",640,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Total region","Mar-02",11620,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Waikato","Mar-02",1830,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Bay of Plenty","Mar-02",510,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Auckland","Mar-02",3030,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Gisborne","Mar-02",80,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Manawatu-Wanganui","Mar-02",620,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Taranaki","Mar-02",830,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Hawke's Bay","Mar-02",340,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Wellington","Mar-02",900,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Canterbury","Mar-02",1220,
"Total filled jobs","Manufacturing","Total region","Mar-01",222020,
"Total filled jobs","Manufacturing","Southland","Mar-01",8340,
"Total filled jobs","Manufacturing","Otago","Mar-01",10810,
"Total filled jobs","Manufacturing","Manawatu-Wanganui","Mar-01",11240,
"Total filled jobs","Manufacturing","Hawke's Bay","Mar-01",10610,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Northland","Mar-01",660,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Total region","Mar-01",11640,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Waikato","Mar-01",1670,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Bay of Plenty","Mar-01",400,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Auckland","Mar-01",2890,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Gisborne","Mar-01",85,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Manawatu-Wanganui","Mar-01",630,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Taranaki","Mar-01",770,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Hawke's Bay","Mar-01",320,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Wellington","Mar-01",1210,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Canterbury","Mar-01",1110,
"Total filled jobs","Manufacturing","Total region","Mar-00",219490,
"Total filled jobs","Manufacturing","Southland","Mar-00",7950,
"Total filled jobs","Manufacturing","Otago","Mar-00",10020,
"Total filled jobs","Manufacturing","Manawatu-Wanganui","Mar-00",10680,
"Total filled jobs","Manufacturing","Hawke's Bay","Mar-00",9340,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Northland","Mar-00",630,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Total region","Mar-00",11470,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Waikato","Mar-00",1670,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Bay of Plenty","Mar-00",420,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Auckland","Mar-00",2760,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Gisborne","Mar-00",85,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Manawatu-Wanganui","Mar-00",670,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Taranaki","Mar-00",740,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Hawke's Bay","Mar-00",340,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Wellington","Mar-00",1120,
"Total filled jobs","Mining; electricity, gas, water, and waste services","Canterbury","Mar-00",1110,
"Total filled jobs","Wholesale trade","Total region","Mar-14",101550,
"Total filled jobs","Wholesale trade","Wellington","Mar-14",8240,
"Total filled jobs","Construction","Hawke's Bay","Mar-14",3760,
"Total filled jobs","Wholesale trade","Otago","Mar-14",3040,
"Total filled jobs","Wholesale trade","Tasman, Nelson, Marlborough, West Coast","Mar-14",2320,
"Total filled jobs","Wholesale trade","Southland","Mar-14",1630,
"Total filled jobs","Wholesale trade","Canterbury","Mar-14",13410,
"Total filled jobs","Construction","Gisborne","Mar-14",1110,
